ID,State,Constituency,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Result
3034,Kerala,Kozhikode,ABDUL KAREEM S/O MAHAMMOOD,Independent,536,5,541,0.05,Lost
3035,Kerala,Kozhikode,ABDUL KAREEM S/O AYAMMATH KUTTY,Independent,285,2,287,0.03,Lost
3036,Kerala,Kozhikode,ABDUL KAREEM K. S/O ASSAIN,Independent,257,36,293,0.03,Lost
3037,Kerala,Kozhikode,NOTA,None of the Above,6236,80,6316,0.58,Lost
3038,Kerala,Malappuram,E.T.  MOHAMMED BASHEER,Indian Union Muslim League,640269,3737,644006,59.35,Won
3039,Kerala,Malappuram,V. VASEEF,Communist Party of India  (Marxist),341510,2378,343888,31.69,Lost
3040,Kerala,Malappuram,DR. ABDUL SALAM,Bharatiya Janata Party,84529,832,85361,7.87,Lost
3041,Kerala,Malappuram,T. KRISHNAN,Bahujan Samaj Party,1392,25,1417,0.13,Lost
3042,Kerala,Malappuram,P.C. NARAYANAN,Bahujan Dravida Party,1304,5,1309,0.12,Lost
3043,Kerala,Malappuram,NASEEF ALI MULLAPPALLI,Independent,1154,14,1168,0.11,Lost
3044,Kerala,Malappuram,ABDULSALAM S/O MUHAMMED HAJI,Independent,771,12,783,0.07,Lost
3045,Kerala,Malappuram,THRISSUR NAZEER,Independent,459,25,484,0.04,Lost
3046,Kerala,Malappuram,NOTA,None of the Above,6650,116,6766,0.62,Lost
3047,Kerala,Mavelikkara,KODIKUNNIL SURESH,Indian National Congress,362209,7307,369516,41.29,Won
3048,Kerala,Mavelikkara,ADV ARUN KUMAR C A,Communist Party of India,352708,5940,358648,40.07,Lost
3049,Kerala,Mavelikkara,BAIJU KALASALA,Bharath Dharma Jana Sena,140830,2154,142984,15.98,Lost
3050,Kerala,Mavelikkara,C MONICHEN,Independent,4893,81,4974,0.56,Lost
3051,Kerala,Mavelikkara,SANTHOSH PALATHUMPADAN,Bahujan Samaj Party,4183,123,4306,0.48,Lost
3052,Kerala,Mavelikkara,SURESH NOORANAD,Ambedkarite Party of India,1441,64,1505,0.17,Lost
3053,Kerala,Mavelikkara,K BIMALJI,Socialist Unity Centre Of India (COMMUNIST),1336,34,1370,0.15,Lost
3054,Kerala,Mavelikkara,MANTHARA VELAYUDHAN,Independent,910,19,929,0.1,Lost
3055,Kerala,Mavelikkara,KOZHUVASSERIL SURESH,Independent,836,20,856,0.1,Lost
3056,Kerala,Mavelikkara,NOTA,None of the Above,9640,243,9883,1.1,Lost
3057,Kerala,Palakkad,V K SREEKANDAN,Indian National Congress,418072,3097,421169,40.66,Won
3058,Kerala,Palakkad,A VIJAYARAGHAVAN,Communist Party of India  (Marxist),342798,3088,345886,33.39,Lost
3059,Kerala,Palakkad,C KRISHNAKUMAR,Bharatiya Janata Party,249568,2210,251778,24.31,Lost
3060,Kerala,Palakkad,K T PADMINI,Bahujan Samaj Party,2102,30,2132,0.21,Lost
3061,Kerala,Palakkad,ANNA KURIAKOSE,Independent,1416,17,1433,0.14,Lost
3062,Kerala,Palakkad,N S K PURAM SASIKUMAR,Independent,1151,26,1177,0.11,Lost
3063,Kerala,Palakkad,RAJESH K SON OF VELANKUTTY,Independent,1033,23,1056,0.1,Lost
3064,Kerala,Palakkad,RAJESH M SON OF MANI C,Independent,947,6,953,0.09,Lost
3065,Kerala,Palakkad,SIDHEEK IRUPPASSERY,Independent,913,26,939,0.09,Lost
3066,Kerala,Palakkad,C RAJAMANICKAM,Independent,516,4,520,0.05,Lost
3067,Kerala,Palakkad,NOTA,None of the Above,8724,69,8793,0.85,Lost
3068,Kerala,Pathanamthitta,ANTO ANTONY,Indian National Congress,360957,6666,367623,39.98,Won
3069,Kerala,Pathanamthitta,DR.T.M.THOMAS ISSAC,Communist Party of India  (Marxist),297888,3616,301504,32.79,Lost
3070,Kerala,Pathanamthitta,ANIL K.ANTONY,Bharatiya Janata Party,231172,3234,234406,25.49,Lost
3071,Kerala,Pathanamthitta,ADV.P.K.GEETHAKRISHNAN,Bahujan Samaj Party,3918,54,3972,0.43,Lost
3072,Kerala,Pathanamthitta,JOY P.MATHEW,People's Party of India(secular),1173,8,1181,0.13,Lost
3073,Kerala,Pathanamthitta,K.C.THOMAS,Independent,1080,21,1101,0.12,Lost
3074,Kerala,Pathanamthitta,ADV.HARIKUMAR M.K.,Ambedkarite Party of India,735,27,762,0.08,Lost
3075,Kerala,Pathanamthitta,ANOOP V.,Independent,557,52,609,0.07,Lost
3076,Kerala,Pathanamthitta,NOTA,None of the Above,8268,143,8411,0.91,Lost
3077,Kerala,Ponnani,DR. M.P ABDUSSAMAD SAMADANI,Indian Union Muslim League,559570,2946,562516,54.81,Won
3078,Kerala,Ponnani,K.S HAMZA,Communist Party of India  (Marxist),324562,2194,326756,31.84,Lost
3079,Kerala,Ponnani,ADV. NIVEDIDA,Bharatiya Janata Party,123733,1065,124798,12.16,Lost
3080,Kerala,Ponnani,ABDUSSAMED MALAYAMPALLI,Independent,1634,19,1653,0.16,Lost
3081,Kerala,Ponnani,VINOD,Bahujan Samaj Party,1449,28,1477,0.14,Lost
3082,Kerala,Ponnani,HAMSA S/O MOIDUTTY,Independent,952,26,978,0.1,Lost
3083,Kerala,Ponnani,BINDHU W/O DEVARAJAN,Independent,826,21,847,0.08,Lost
3084,Kerala,Ponnani,HAMZA KADAVANDI,Independent,707,3,710,0.07,Lost
3085,Kerala,Ponnani,NOTA,None of the Above,6499,62,6561,0.64,Lost
3086,Kerala,Thiruvananthapuram,SHASHI THAROOR,Indian National Congress,353679,4476,358155,37.19,Won
3087,Kerala,Thiruvananthapuram,RAJEEV CHANDRASEKHAR,Bharatiya Janata Party,337920,4158,342078,35.52,Lost
3088,Kerala,Thiruvananthapuram,PANNIAN RAVINDRAN,Communist Party of India,244433,3215,247648,25.72,Lost
3089,Kerala,Thiruvananthapuram,ADV RAJENDRAN,Bahujan Samaj Party,2315,37,2352,0.24,Lost
3090,Kerala,Thiruvananthapuram,ADV SHINE LAL M P,Independent,1446,37,1483,0.15,Lost
3091,Kerala,Thiruvananthapuram,J J RUSSELL,Independent,1348,17,1365,0.14,Lost
3092,Kerala,Thiruvananthapuram,S MINI,Socialist Unity Centre Of India (COMMUNIST),1098,11,1109,0.12,Lost
3093,Kerala,Thiruvananthapuram,M S SUBI,Independent,588,11,599,0.06,Lost
3094,Kerala,Thiruvananthapuram,CHALAI MOHANAN,Independent,396,4,400,0.04,Lost
3095,Kerala,Thiruvananthapuram,NANDAVANAM SUSEELAN,Independent,391,29,420,0.04,Lost
3096,Kerala,Thiruvananthapuram,SHAJU PALIYODU,Independent,348,40,388,0.04,Lost
3097,Kerala,Thiruvananthapuram,SASI KONGAPALLY,Independent,228,5,233,0.02,Lost
3098,Kerala,Thiruvananthapuram,NOTA,None of the Above,6684,69,6753,0.7,Lost
3099,Kerala,Thrissur,SURESH GOPI,Bharatiya Janata Party,409302,3036,412338,37.8,Won
3100,Kerala,Thrissur,ADV V S SUNILKUMAR,Communist Party of India,334462,3190,337652,30.95,Lost
3101,Kerala,Thrissur,K MURALEEDHARAN,Indian National Congress,324810,3314,328124,30.08,Lost
3102,Kerala,Thrissur,ADV P K NARAYANAN,Bahujan Samaj Party,1985,34,2019,0.19,Lost
3103,Kerala,Thrissur,SUNILKUMAR SON OF PRABHAKARAN,Independent,1930,22,1952,0.18,Lost
3104,Kerala,Thrissur,DIVAKARAN PALLATH,New Labour Party,812,7,819,0.08,Lost
3105,Kerala,Thrissur,M S JAFARGHAN,Independent,689,9,698,0.06,Lost
3106,Kerala,Thrissur,PRATHAPAN,Independent,685,24,709,0.06,Lost
3107,Kerala,Thrissur,JOSHI VILLADOM,Independent,460,33,493,0.05,Lost
3108,Kerala,Thrissur,NOTA,None of the Above,6046,26,6072,0.56,Lost
3109,Kerala,Vadakara,SHAFI PARAMBIL,Indian National Congress,552490,5038,557528,49.65,Won
3110,Kerala,Vadakara,K K SHAILAJA TEACHER,Communist Party of India  (Marxist),437333,5689,443022,39.45,Lost
3111,Kerala,Vadakara,PRAPHUL KRISHNAN,Bharatiya Janata Party,110701,1278,111979,9.97,Lost
3112,Kerala,Vadakara,SHAFI T P,Independent,3715,49,3764,0.34,Lost
3113,Kerala,Vadakara,K K SHYLAJA,Independent,1164,15,1179,0.1,Lost
3114,Kerala,Vadakara,KUNHIKANNAN PAYYOLI,Independent,867,2,869,0.08,Lost
3115,Kerala,Vadakara,SHYLAJA,Independent,661,19,680,0.06,Lost
3116,Kerala,Vadakara,SHAFI,Independent,399,23,422,0.04,Lost
3117,Kerala,Vadakara,SYLAJA P,Independent,319,7,326,0.03,Lost
3118,Kerala,Vadakara,MURALIDHARAN,Independent,261,8,269,0.02,Lost
3119,Kerala,Vadakara,NOTA,None of the Above,2855,54,2909,0.26,Lost
3120,Kerala,Wayanad,RAHUL GANDHI,Indian National Congress,642299,5146,647445,59.69,Won
3121,Kerala,Wayanad,ANNIE RAJA,Communist Party of India,280594,2429,283023,26.09,Lost
3122,Kerala,Wayanad,K SURENDRAN,Bharatiya Janata Party,139868,1177,141045,13,Lost
3123,Kerala,Wayanad,P.R KRISHNANKUTTY,Bahujan Samaj Party,1946,27,1973,0.18,Lost
3124,Kerala,Wayanad,SATHYAN K.P,Independent,1017,42,1059,0.1,Lost
3125,Kerala,Wayanad,SINOJ A.C,Independent,885,18,903,0.08,Lost
3126,Kerala,Wayanad,PRASEETHA AZHIKODE,Independent,814,26,840,0.08,Lost
3127,Kerala,Wayanad,AJEEB MUHAMMED,Independent,796,8,804,0.07,Lost
3128,Kerala,Wayanad,P RADHAKRISHNAN,Independent,555,7,562,0.05,Lost
3129,Kerala,Wayanad,NOTA,None of the Above,6932,67,6999,0.65,Lost
3130,Ladakh,Ladakh,MOHMAD HANEEFA,Independent,64443,816,65259,48.15,Won
3131,Ladakh,Ladakh,TSERING NAMGYAL,Indian National Congress,35770,1627,37397,27.59,Lost
3132,Ladakh,Ladakh,TASHI GYALSON,Bharatiya Janata Party,31505,451,31956,23.58,Lost
3133,Ladakh,Ladakh,NOTA,None of the Above,896,16,912,0.67,Lost
3134,Lakshadweep,Lakshadweep,MUHAMMED HAMDULLAH SAYEED,Indian National Congress,25405,321,25726,52.29,Won
3135,Lakshadweep,Lakshadweep,MOHAMMED FAIZAL PP,Nationalist Congress Party – Sharadchandra Pawar,22837,242,23079,46.91,Lost
3136,Lakshadweep,Lakshadweep,YOUSUF TP,Nationalist Congress Party,198,3,201,0.41,Lost
3137,Lakshadweep,Lakshadweep,KOYA,Independent,58,3,61,0.12,Lost
3138,Lakshadweep,Lakshadweep,NOTA,None of the Above,132,1,133,0.27,Lost
3139,Madhya Pradesh,BALAGHAT,BHARTI PARDHI,Bharatiya Janata Party,709939,2721,712660,51.56,Won
3140,Madhya Pradesh,BALAGHAT,SAMRAT ASHOK SINGH SARASWAR,Indian National Congress,536333,1815,538148,38.93,Lost
3141,Madhya Pradesh,BALAGHAT,KANKAR MUNJARE,Bahujan Samaj Party,52883,251,53134,3.84,Lost
3142,Madhya Pradesh,BALAGHAT,BHUVAN SINGH KORAM,Independent,13028,46,13074,0.95,Lost
3143,Madhya Pradesh,BALAGHAT,NANDLAL UIKEY,Gondvana Gantantra Party,12338,84,12422,0.9,Lost
3144,Madhya Pradesh,BALAGHAT,D.L. MANESHWAR,Peoples Party of India (Democratic),9994,23,10017,0.72,Lost
3145,Madhya Pradesh,BALAGHAT,DHANENDRA DEV PAWAR BANWARI SETH,Independent,7185,60,7245,0.52,Lost
3146,Madhya Pradesh,BALAGHAT,MAHADEV NAGDEVE,Independent,7181,11,7192,0.52,Lost
3147,Madhya Pradesh,BALAGHAT,RAJKUMAR NAGESHWER,Independent,6723,5,6728,0.49,Lost
3148,Madhya Pradesh,BALAGHAT,MOHAN RAUT,Rashtravadi Bharat Party,3537,5,3542,0.26,Lost
3149,Madhya Pradesh,BALAGHAT,PRIYANKA SANJAY BHANDARKAR,Bhartiya Shakti Chetna Party,2906,20,2926,0.21,Lost
3150,Madhya Pradesh,BALAGHAT,ADVOCATE SATYAPRAKASH SHULKE (LODHI),Madhya Pradesh Jan Vikas Party,1929,3,1932,0.14,Lost
3151,Madhya Pradesh,BALAGHAT,DILEEP CHHABDA,Independent,1733,17,1750,0.13,Lost
3152,Madhya Pradesh,BALAGHAT,NOTA,None of the Above,11479,31,11510,0.83,Lost
3153,Madhya Pradesh,BETUL,DURGADAS (D. D.) UIKEY,Bharatiya Janata Party,846696,1540,848236,60.76,Won
3154,Madhya Pradesh,BETUL,RAMU TEKAM,Indian National Congress,467810,665,468475,33.56,Lost
3155,Madhya Pradesh,BETUL,ARJUN ASHOK BHALAVI,Bahujan Samaj Party,26559,38,26597,1.91,Lost
3156,Madhya Pradesh,BETUL,ANIL UIKEY,Bharat Adivasi Party,10552,24,10576,0.76,Lost
3157,Madhya Pradesh,BETUL,BHURELAL CHOTELAL BETHEKAR,Independent,7800,11,7811,0.56,Lost
3158,Madhya Pradesh,BETUL,BHAGCHARAN WARKADE,Independent,5957,11,5968,0.43,Lost
3159,Madhya Pradesh,BETUL,SUNER UIKEY,Gondvana Gantantra Party,4172,14,4186,0.3,Lost
3160,Madhya Pradesh,BETUL,BARSKAR SUBHASH KORAKU,Swatantra Kisan Party,3831,18,3849,0.28,Lost
3161,Madhya Pradesh,BETUL,NOTA,None of the Above,20309,13,20322,1.46,Lost
3162,Madhya Pradesh,BHIND,SANDHYA RAY,Bharatiya Janata Party,533462,3603,537065,51.2,Won
3163,Madhya Pradesh,BHIND,PHOOL SINGH BARAIYA,Indian National Congress,470169,2056,472225,45.02,Lost
3164,Madhya Pradesh,BHIND,DEVASHISH JARARIYA,Bahujan Samaj Party,20322,143,20465,1.95,Lost
3165,Madhya Pradesh,BHIND,UMESH GARG,Independent,5057,15,5072,0.48,Lost
3166,Madhya Pradesh,BHIND,REKHA SHAKYA,Independent,2645,22,2667,0.25,Lost
3167,Madhya Pradesh,BHIND,HARIMOHAN,Independent,2598,12,2610,0.25,Lost
3168,Madhya Pradesh,BHIND,RAKESH,Independent,2345,24,2369,0.23,Lost
3169,Madhya Pradesh,BHIND,NOTA,None of the Above,6486,48,6534,0.62,Lost
3170,Madhya Pradesh,BHOPAL,ALOK SHARMA,Bharatiya Janata Party,978285,2824,981109,65.48,Won
3171,Madhya Pradesh,BHOPAL,ADVOCATE ARUN SHRIVASTAVA,Indian National Congress,478698,912,479610,32.01,Lost
3172,Madhya Pradesh,BHOPAL,BHANU PRATAP SINGH,Bahujan Samaj Party,13255,50,13305,0.89,Lost
3173,Madhya Pradesh,BHOPAL,DEENDAYAL AHIRWAR URF DEENU BHAIYA,Independent,3639,2,3641,0.24,Lost
3174,Madhya Pradesh,BHOPAL,JAY SINGH,Independent,2509,1,2510,0.17,Lost
3175,Madhya Pradesh,BHOPAL,BHARTI YADAV,Independent,1833,6,1839,0.12,Lost
3176,Madhya Pradesh,BHOPAL,ANKIT RAI,Independent,1100,1,1101,0.07,Lost
3177,Madhya Pradesh,BHOPAL,DHANRAJ SHENDE,Republican Party of India (A),788,2,790,0.05,Lost
3178,Madhya Pradesh,BHOPAL,AJAY KUMAR PATHAK,Chhatrapati Shivaji Bhartiya Garib Party,787,3,790,0.05,Lost
3179,Madhya Pradesh,BHOPAL,MOHAMMAD ASHRAF,Independent,777,1,778,0.05,Lost
3180,Madhya Pradesh,BHOPAL,BABULAL SEN,Moulik Adhikar Party,718,2,720,0.05,Lost
3181,Madhya Pradesh,BHOPAL,SANJAY KUMAR SAROJ,Manav Samadhan Party,621,1,622,0.04,Lost
3182,Madhya Pradesh,BHOPAL,BALRAM SINGH TAUMAR,Bhartiya Shakti Chetna Party,587,1,588,0.04,Lost
3183,Madhya Pradesh,BHOPAL,RAMPRASAD PATEL,Kranti Janshakti Party,572,3,575,0.04,Lost
3184,Madhya Pradesh,BHOPAL,MUDIT CHAURASIA,Akhil Bhartiya Aarakshit Samaj Party,541,3,544,0.04,Lost
3185,Madhya Pradesh,BHOPAL,MUDIT BHATNAGAR,Socialist Unity Centre Of India (COMMUNIST),537,3,540,0.04,Lost
3186,Madhya Pradesh,BHOPAL,R.K. MAHAJAN,Independent,527,2,529,0.04,Lost
3187,Madhya Pradesh,BHOPAL,ABDUL TAHIR ADVOCATE (BABLU RAJNIKANT)  S/O SAEED PAHELWAN ANSARI,Bahujan Maha Party,473,-,473,0.03,Lost
3188,Madhya Pradesh,BHOPAL,MAITHILI SHARAN GUPTA,Independent,447,1,448,0.03,Lost
3189,Madhya Pradesh,BHOPAL,RAJESH KEER,Independent,427,-,427,0.03,Lost
3190,Madhya Pradesh,BHOPAL,AKSHAY GOTHI,Parivartan Party of India,403,4,407,0.03,Lost
3191,Madhya Pradesh,BHOPAL,HITENDRA SHAHARE (BABA),Independent,318,-,318,0.02,Lost
3192,Madhya Pradesh,BHOPAL,NOTA,None of the Above,6573,48,6621,0.44,Lost
3193,Madhya Pradesh,CHHINDWARA,BUNTY VIVEK SAHU,Bharatiya Janata Party,643489,1249,644738,49.41,Won
3194,Madhya Pradesh,CHHINDWARA,NAKUL KAMALNATH,Indian National Congress,529931,1189,531120,40.7,Lost
3195,Madhya Pradesh,CHHINDWARA,DEVIRAM URF DEV RAVEN BHALAVI,Gondvana Gantantra Party,55854,134,55988,4.29,Lost
3196,Madhya Pradesh,CHHINDWARA,UMAKANT BANDEWAR,Bahujan Samaj Party,11802,21,11823,0.91,Lost
3197,Madhya Pradesh,CHHINDWARA,KAPIL SONI,Rashtriya Gondvana Party,9634,4,9638,0.74,Lost
3198,Madhya Pradesh,CHHINDWARA,SIRAJ SHEKH,Independent,9567,1,9568,0.73,Lost
3199,Madhya Pradesh,CHHINDWARA,PAWANSHAH SARYAM,Independent,6612,9,6621,0.51,Lost
3200,Madhya Pradesh,CHHINDWARA,SUBHASH SHUKLA,Independent,5768,1,5769,0.44,Lost
3201,Madhya Pradesh,CHHINDWARA,RAJENDRA DONGRE,Independent,4628,4,4632,0.35,Lost
3202,Madhya Pradesh,CHHINDWARA,GOVIND BHALAVI,Independent,4022,7,4029,0.31,Lost
3203,Madhya Pradesh,CHHINDWARA,MOHD. PARVEZ QURESHI,Independent,3818,10,3828,0.29,Lost
3204,Madhya Pradesh,CHHINDWARA,AJAY BARKADE,Independent,2491,4,2495,0.19,Lost
3205,Madhya Pradesh,CHHINDWARA,KUSHWAHA RAJESH TANTRIK,Ahinsa Samaj Party,1695,3,1698,0.13,Lost
3206,Madhya Pradesh,CHHINDWARA,""" PRAKASH ALIAS BANTY "" PARTETI",Rashtra Samarpan Party,1652,2,1654,0.13,Lost
3207,Madhya Pradesh,CHHINDWARA,FOGAL BANSOD,Republican Party of India (A),1322,1,1323,0.1,Lost
3208,Madhya Pradesh,CHHINDWARA,NOTA,None of the Above,9887,16,9903,0.76,Lost
3209,Madhya Pradesh,DAMOH,RAHUL SINGH LODHI,Bharatiya Janata Party,708589,1179,709768,65.18,Won
3210,Madhya Pradesh,DAMOH,TARBAR SINGH LODHI (BANTU BHAIYA),Indian National Congress,302828,514,303342,27.86,Lost
3211,Madhya Pradesh,DAMOH,ENGINEER GOVERDHAN RAJ,Bahujan Samaj Party,21379,25,21404,1.97,Lost
3212,Madhya Pradesh,DAMOH,BHAIYA VIJAY PATEL (KURMI) TIRGARH BALE,Bhartiya Shakti Chetna Party,12200,17,12217,1.12,Lost
3213,Madhya Pradesh,DAMOH,MANU SINGH MARAVI,Bharat Adivasi Party,7871,16,7887,0.72,Lost
3214,Madhya Pradesh,DAMOH,RAHUL BHAIYA S/O RAM PRATAP,Independent,6273,12,6285,0.58,Lost
3215,Madhya Pradesh,DAMOH,RAHUL BHAIYA S/O JEEVAN LAL,Independent,5556,5,5561,0.51,Lost
3216,Madhya Pradesh,DAMOH,VEDRAM KURMI,Independent,4054,3,4057,0.37,Lost
3217,Madhya Pradesh,DAMOH,RAJESH SINGH SOYAM,Gondvana Gantantra Party,3172,18,3190,0.29,Lost
3218,Madhya Pradesh,DAMOH,RAKESH KUMAR AHIRWAR,Independent,2044,7,2051,0.19,Lost
3219,Madhya Pradesh,DAMOH,NANDAN KUMAR AHIRWAL,Independent,1848,5,1853,0.17,Lost
3220,Madhya Pradesh,DAMOH,NEELESH SONI,Independent,1277,1,1278,0.12,Lost
3221,Madhya Pradesh,DAMOH,DURGA MOUSI,Independent,1120,4,1124,0.1,Lost
3222,Madhya Pradesh,DAMOH,TARVAR SINGH LODHI,Independent,1092,2,1094,0.1,Lost
3223,Madhya Pradesh,DAMOH,NOTA,None of the Above,7820,13,7833,0.72,Lost
3224,Madhya Pradesh,DEWAS,MAHENDRA SINGH SOLANKY,Bharatiya Janata Party,925917,3024,928941,63.23,Won
3225,Madhya Pradesh,DEWAS,RAJENDRA RADHAKISHAN MALVIYA,Indian National Congress,502548,1168,503716,34.29,Lost
3226,Madhya Pradesh,DEWAS,RAJENDRASINGH CHOKHUTIYA,Bahujan Samaj Party,11162,41,11203,0.76,Lost
3227,Madhya Pradesh,DEWAS,RAMPRASAD,Aazad Samaj Party (Kanshi Ram),7201,19,7220,0.49,Lost
3228,Madhya Pradesh,DEWAS,NITIN VERMA,Independent,2756,5,2761,0.19,Lost
3229,Madhya Pradesh,DEWAS,ADVOCATE VIDAYARAJ MALAVIY,Social Democratic Party Of India,2026,5,2031,0.14,Lost
3230,Madhya Pradesh,DEWAS,ENG. DEEPAK RAMESH CHANDRA VICHITRA,Independent,1585,10,1595,0.11,Lost
3231,Madhya Pradesh,DEWAS,HEMRAJ POONAMCHANDRA BAMNIYA,Public Political Party,1236,12,1248,0.08,Lost
3232,Madhya Pradesh,DEWAS,NOTA,None of the Above,10365,24,10389,0.71,Lost
3233,Madhya Pradesh,DHAR,SAVITRI THAKUR,Bharatiya Janata Party,792591,1858,794449,55.75,Won
3234,Madhya Pradesh,DHAR,RADHESHYAM MUVEL,Indian National Congress,574756,1028,575784,40.4,Lost
3235,Madhya Pradesh,DHAR,DHUMSINGH MANDLOI MACHHAR,Bahujan Samaj Party,14926,30,14956,1.05,Lost
3236,Madhya Pradesh,DHAR,JITENDRA MUNIYA,Bharat Adivasi Party,10586,35,10621,0.75,Lost
3237,Madhya Pradesh,DHAR,SUNIL AJRAWAT,Independent,5400,8,5408,0.38,Lost
3238,Madhya Pradesh,DHAR,SHIVAJI PATEL KALMI,Independent,4694,6,4700,0.33,Lost
3239,Madhya Pradesh,DHAR,VIKRAM VASUNIYA,Janata Congress,3464,11,3475,0.24,Lost
3240,Madhya Pradesh,DHAR,NOTA,None of the Above,15612,39,15651,1.1,Lost
3241,Madhya Pradesh,GUNA,JYOTIRADITYA M. SCINDIA,Bharatiya Janata Party,919744,3558,923302,67.21,Won
3242,Madhya Pradesh,GUNA,YADVENDRA RAO DESHRAJ SINGH,Indian National Congress,380909,1464,382373,27.83,Lost
3243,Madhya Pradesh,GUNA,DHANIRAM CHAUDHARY,Bahujan Samaj Party,30105,130,30235,2.2,Lost
3244,Madhya Pradesh,GUNA,KANCHHEDI LAL KUSHWAHA,Mahanwadi Party,5850,6,5856,0.43,Lost
3245,Madhya Pradesh,GUNA,ADVOCATE KARANSINGH JATAV,Aazad Samaj Party (Kanshi Ram),5474,11,5485,0.4,Lost
3246,Madhya Pradesh,GUNA,HEMANT SINGH KUSHWAHA,Independent,3450,3,3453,0.25,Lost
3247,Madhya Pradesh,GUNA,RAKESH,Independent,3051,1,3052,0.22,Lost
3248,Madhya Pradesh,GUNA,MAHENDRA JAIN BHAIYAN,Independent,1990,9,1999,0.15,Lost
3249,Madhya Pradesh,GUNA,MOHAN,Independent,1883,3,1886,0.14,Lost
3250,Madhya Pradesh,GUNA,GAJANAND KUSHWAH,Independent,1595,2,1597,0.12,Lost
3251,Madhya Pradesh,GUNA,MANISH SHRIVASTAVA,Socialist Unity Centre Of India (COMMUNIST),1342,6,1348,0.1,Lost
3252,Madhya Pradesh,GUNA,MANMOHAN,Independent,1143,6,1149,0.08,Lost
3253,Madhya Pradesh,GUNA,KISAN LAL AHIRWAR,Independent,1033,11,1044,0.08,Lost
3254,Madhya Pradesh,GUNA,MOHAMMAD JAVED ANSARI,Rashtriya Jansena Party,983,-,983,0.07,Lost
3255,Madhya Pradesh,GUNA,D.S. CHAUHAN (ADVOCATE),Rashtriya Samaj Paksha,913,2,915,0.07,Lost
3256,Madhya Pradesh,GUNA,NOTA,None of the Above,9055,34,9089,0.66,Lost
3257,Madhya Pradesh,GWALIOR,BHARAT SINGH KUSHWAH,Bharatiya Janata Party,668782,2753,671535,49.99,Won
3258,Madhya Pradesh,GWALIOR,PRAVEEN PATHAK,Indian National Congress,599077,2248,601325,44.77,Lost
3259,Madhya Pradesh,GWALIOR,KALYAN SINGH KANSANA,Bahujan Samaj Party,33308,157,33465,2.49,Lost
3260,Madhya Pradesh,GWALIOR,ARCHANA SINGH RATHORE,Rashtriya Samaj Paksha,5873,19,5892,0.44,Lost
3261,Madhya Pradesh,GWALIOR,BHARAT PAL,Aazad Samaj Party (Kanshi Ram),4138,25,4163,0.31,Lost
3262,Madhya Pradesh,GWALIOR,ER. MAHENDRA PRATAP SINGH PAL,Independent,3777,6,3783,0.28,Lost
3263,Madhya Pradesh,GWALIOR,RAKESH DHAKAD,Independent,3218,2,3220,0.24,Lost
3264,Madhya Pradesh,GWALIOR,YASHDEV SHARMA,Independent,2568,3,2571,0.19,Lost
3265,Madhya Pradesh,GWALIOR,DEEPAK KUMAR BANSAL (RANG WALE),Independent,2448,-,2448,0.18,Lost
3266,Madhya Pradesh,GWALIOR,SHREE NARESH CHANDRA SHARMA,Independent,2215,1,2216,0.16,Lost
3267,Madhya Pradesh,GWALIOR,GAJENDRA SINGH,Independent,1343,5,1348,0.1,Lost
3268,Madhya Pradesh,GWALIOR,ANJALI MONU RAWAT,Parivartan Party of India,1272,7,1279,0.1,Lost
3269,Madhya Pradesh,GWALIOR,ADVOCATE MUKESH KUMAR KORI,Independent,1130,4,1134,0.08,Lost
3270,Madhya Pradesh,GWALIOR,RAM PRAKASH SINGH PAL,Rashtra Uday Party,1059,12,1071,0.08,Lost
3271,Madhya Pradesh,GWALIOR,CHANDAN RATHORE,Parivartan Samaj Party,1053,6,1059,0.08,Lost
3272,Madhya Pradesh,GWALIOR,DR. P. D. AGARWAL SR. MEDICAL CONSULTANT,Independent,1016,5,1021,0.08,Lost
3273,Madhya Pradesh,GWALIOR,AMIT PARIHAR,Independent,877,6,883,0.07,Lost
3274,Madhya Pradesh,GWALIOR,COMRADE RACHNA AGRAWAL,Socialist Unity Centre Of India (COMMUNIST),798,5,803,0.06,Lost
3275,Madhya Pradesh,GWALIOR,MUNESH NAGAR,Vikas India Party,667,5,672,0.05,Lost
3276,Madhya Pradesh,GWALIOR,NOTA,None of the Above,3309,32,3341,0.25,Lost
3277,Madhya Pradesh,HOSHANGABAD,DARSHAN SINGH CHOUDHARY,Bharatiya Janata Party,810529,1618,812147,64.99,Won
3278,Madhya Pradesh,HOSHANGABAD,SANJAY SHARMA SANJU BHAIYA,Indian National Congress,379868,583,380451,30.44,Lost
3279,Madhya Pradesh,HOSHANGABAD,RAMGOVIND BARUAA,Bahujan Samaj Party,15344,43,15387,1.23,Lost
3280,Madhya Pradesh,HOSHANGABAD,PANDIT DIVYENDRA BRIJMOHAN DUBEY ADVOCATE,Bharatiya Yuva Jan Ekta Party,6157,11,6168,0.49,Lost
3281,Madhya Pradesh,HOSHANGABAD,RAKESH RAMPRASAD RICKY,Independent,5071,8,5079,0.41,Lost
3282,Madhya Pradesh,HOSHANGABAD,SARJERAO SAHARE,Independent,4487,6,4493,0.36,Lost
3283,Madhya Pradesh,HOSHANGABAD,PATRAKAR TILAK JATAV,Independent,2257,3,2260,0.18,Lost
